Trägerschaft,Name Einrichtung,Einrichtungsart,Straße,Haus-nr.,Hausnummernzusatz,PLZ,Ort,Stadtbezirk Name,Stadtbezirknr.,Geokoordinaten Breite,Geokoordinaten Länge,ID Einrichtung
Freier Träger,Kinderhaus Savoyenstraße,HAUS_FUER_KINDER,Savoyenstr.,10,,80638,München,Neuhausen-Nymphenburg,9,48.16342922,11.50871189,8715
Freier Träger,Kinderkrippe - Die Weltentdecker Neuhausen,KINDERKRIPPE,Thorwaldsenstr.,33,A,80335,München,Neuhausen-Nymphenburg,9,48.151724,11.546995,4126
Freier Träger,Kinderkrippe Dom-Pedro-Straße,KINDERKRIPPE,Dom-Pedro-Str.,51,,80637,München,Neuhausen-Nymphenburg,9,48.159101,11.534976,1128
Freier Träger,Kinderkrippe Neuhausen,KINDERKRIPPE,Johann-Schmaus-Str.,7,,80637,München,Neuhausen-Nymphenburg,9,48.161408,11.535835,4492
Freier Träger,Kindertagesbetreuung Die Engelchen,HAUS_FUER_KINDER,Jutastr.,21,,80636,München,Neuhausen-Nymphenburg,9,48.153422,11.539266,4218
Freier Träger,Kindertageszentrum Reinmarplatz,HAUS_FUER_KINDER,Reinmarpl.,30,,80637,München,Neuhausen-Nymphenburg,9,48.1663866,11.5260541,1060
Freier Träger,Kindertreff-Neuhausen e.V.,KINDERKRIPPE,Hirschbergstr.,17,,80634,München,Neuhausen-Nymphenburg,9,48.148562,11.532852,3982
Freier Träger,Kita Heldstraße e.V.,HAUS_FUER_KINDER,Heldstr.,38,A,80636,München,Neuhausen-Nymphenburg,9,48.156775,11.549457,4380
Freier Träger,Kita Herzerl München,HAUS_FUER_KINDER,Lazarettstr.,62,,80636,München,Neuhausen-Nymphenburg,9,48.154363,11.55167,1206
Freier Träger,Kukita Neuhausen Kinderkrippe,KINDERKRIPPE,Renatastr.,35,,80634,München,Neuhausen-Nymphenburg,9,48.1497938,11.52839864,8137
Freier Träger,Leonkids e.V.,HORT,Leonrodstr.,6,,80634,München,Neuhausen-Nymphenburg,9,48.150034,11.54444,4026
Freier Träger,Mini-Kita Die Engelchen,KINDERKRIPPE,Nymphenburger Str.,192,,80634,München,Neuhausen-Nymphenburg,9,48.15632015,11.5323002,7136
Freier Träger,Mini-Kita Nymphenburger Straße,KINDERKRIPPE,Nymphenburger Str.,152,,80634,München,Neuhausen-Nymphenburg,9,48.15275829,11.53595168,12463
Freier Träger,Mini-Kita Schulstraße,KINDERKRIPPE,Schulstraße,11,,80634,München,Neuhausen-Nymphenburg,9,48.15076669,11.53437938,120194
Freier Träger,Montessori-Kinderhaus im Olympiapark,HAUS_FUER_KINDER,Willi-Gebhardt-Ufer,32,,80809,München,Neuhausen-Nymphenburg,9,48.169878,11.545612,4836
Freier Träger,More Kids,KINDERKRIPPE,Nymphenburger Straße,134,,80636,München,Neuhausen-Nymphenburg,9,,,778
Freier Träger,Spielfreunde e.V.,HAUS_FUER_KINDER,Volkartstr.,55,,80636,München,Neuhausen-Nymphenburg,9,48.15718,11.539804,4396
Freier Träger,Stephanus-Kindergarten,KINDERGARTEN,Sindoldstr.,3,,80639,München,Neuhausen-Nymphenburg,9,48.153262,11.518443,4200
Freier Träger,Villa Kunterbunt Neuhausen,HAUS_FUER_KINDER,Elvirastr.,2,,80636,München,Neuhausen-Nymphenburg,9,48.150286,11.543144,4032
Freier Träger,VolkartKitZ,KINDERGARTEN,Volkartstraße,3,,80634,München,Neuhausen-Nymphenburg,9,48.15428804,11.53099421,122147
Freier Träger,Werkstattkinder e.V.,HAUS_FUER_KINDER,Biterolfstr.,10,,80634,München,Neuhausen-Nymphenburg,9,48.151133,11.524011,4100
Freier Träger,Wichtel Akademie München Neuhausen,HAUS_FUER_KINDER,Richelstr.,19,,80634,München,Neuhausen-Nymphenburg,9,48.14567,11.526973,1070
Freier Träger,Wichtel Akademie München-Nymphenburg,HAUS_FUER_KINDER,Wotanstr.,70,,80639,München,Neuhausen-Nymphenburg,9,48.15246,11.5075,4162
Freier Träger,Wichtelakademie München Nymphenburg-Schloßpark,HAUS_FUER_KINDER,Menzinger Str.,13,,80638,München,Neuhausen-Nymphenburg,9,48.16098246,11.51101469,14453
Freier Träger,Zipfelmützen e.V.,HAUS_FUER_KINDER,Birkerstr.,10,,80636,München,Neuhausen-Nymphenburg,9,48.148723,11.541072,3986
LHM,Haus für Kinder Aschauer Str. 11,HAUS_FUER_KINDER,Aschauer Str.,11,,81549,München,Obergiesing,17,48.105405,11.600674,18637
LHM,Haus für Kinder Münchberger Str. 25,HAUS_FUER_KINDER,Münchberger Str.,25,,81549,München,Obergiesing,17,48.091608,11.613262,19679
LHM,Haus für Kinder Plecherstr. 3,HAUS_FUER_KINDER,Plecherstr.,3,,81541,München,Obergiesing,17,48.11569,11.58459,19843
LHM,Haus für Kinder Traunsteiner Str. 8,HAUS_FUER_KINDER,Traunsteiner Straße,8,,81539,München,Obergiesing,17,48.10609013,11.58583148,22945
LHM,Kindergarten Perlacher Str. 116,KINDERGARTEN,Perlacher Str.,116,,81539,München,Obergiesing,17,48.10946,11.59,19815
LHM,Kindergarten Sankt-Martin-Str. 30,KINDERGARTEN,St.-Martin-Str.,30,,81541,München,Obergiesing,17,48.11609,11.58478,20199
LHM,Kindergarten Schlierseestr. 47,KINDERGARTEN,Schlierseestr.,47,,81539,München,Obergiesing,17,48.113062,11.59313,20093
LHM,Kindergarten Tirschenreuther Str. 11,KINDERGARTEN,Tirschenreuther Str.,11,,81549,München,Obergiesing,17,48.093072,11.608683,20299
LHM,Kooperative Ganztagsbildung Lincolnstr.62,TAGESHEIM,Lincolnstr.,62,,81549,München,Obergiesing,17,48.09547289,11.59939331,17003
LHM,TH Ichostr.2,TAGESHEIM,Ichostr.,2,,81541,München,Obergiesing,17,48.11577959,11.57883765,16639
LHM,TH St.-Martin-Straße,TAGESHEIM,St.-Martin-Str.,30,,81541,München,Obergiesing,17,48.11645919,11.58572766,16571
LHM,TH Weißenseestr.45,TAGESHEIM,Weißenseestr.,45,,81539,München,Obergiesing,17,48.10674291,11.58623047,17920
Freier Träger,AWO Kinderzentrum Perlacher Forst,HAUS_FUER_KINDER,Lincolnstr.,58,/k,81549,München,Obergiesing,17,,,5476
Freier Träger,Eltern-Kind-Initiative in der Jesaja-Gemeinde München e.V.,KINDERGARTEN,Balanstr.,361,,81549,München,Obergiesing,17,48.091273,11.610453,1844
Freier Träger,Haus für Kinder Königin des Friedens,KINDERGARTEN,Pöllatstraße,2,,81539,München,Obergiesing,17,48.10654084,11.59048405,37407
Freier Träger,Haus für Kinder Minnewitstraße,HAUS_FUER_KINDER,Minnewitstr.,33,,81549,München,Obergiesing,17,48.08992599,11.59729814,7180
Freier Träger,Haus für Kinder Neue Gärten Giesing (KITZ),HAUS_FUER_KINDER,Werner-Schlierf-Str.,17,,81539,München,Obergiesing,17,48.1098201,11.5799595,1344
Freier Träger,Haus Giesing 1,HAUS_FUER_KINDER,St.-Martin-Str.,68,,81541,München,Obergiesing,17,48.11754,11.59453,1422
Freier Träger,Haus Giesing 2,KINDERGARTEN,St.-Martin-Str.,66,,81541,München,Obergiesing,17,48.117769,11.595201,2528
Freier Träger,kani-kids Deisenhofener Straße,KINDERKRIPPE,Deisenhofener Str.,59,,81539,München,Obergiesing,17,48.11258753,11.5880423,6774
Freier Träger,Kath. Haus für Kinder zu den Hl. Engeln,HAUS_FUER_KINDER,Pöllatstr.,2,,81539,München,Obergiesing,17,48.106391,11.590321,2122
Freier Träger,Kath. Pfarrkindergarten zu den Hl. Engeln,HAUS_FUER_KINDER,Simsseestr.,16,,81549,München,Obergiesing,17,48.103746,11.590513,2070
Freier Träger,Kindergarten Larifari e.V.,KINDERGARTEN,Deisenhofener Straße,51,,81539,München,Obergiesing,17,48.113025,11.58692883,52272
Freier Träger,Kinderkrippe Herzogstandstraße,KINDERKRIPPE,Herzogstandstr.,16,,81539,München,Obergiesing,17,48.10777,11.60471,1482
Freier Träger,Kinderkrippe Krabbelkiste,KINDERKRIPPE,Aignerstr.,39,A,81541,München,Obergiesing,17,48.116447,11.578956,2464
Freier Träger,Kindertagesstätte Heilig Kreuz Giesing,HAUS_FUER_KINDER,Weinbauernstr.,15,,81539,München,Obergiesing,17,48.114467,11.577677,2386
Freier Träger,Kita Luna Fasangarten,HAUS_FUER_KINDER,Holtzendorffstr.,37,,81549,München,Obergiesing,17,48.095891,11.588828,1926
Freier Träger,Kita Luna Giesing,HAUS_FUER_KINDER,Perlacher Str.,60,,81539,München,Obergiesing,17,48.1106,11.58542,2276
Freier Träger,Kita Paula und Max - Weißenseestrasse,KINDERKRIPPE,Weißenseestr.,94,,81539,München,Obergiesing,17,48.1086731,11.5809396,1354
Freier Träger,KreaKids e.V.,KINDERGARTEN,Werinherstr.,48,,81541,München,Obergiesing,17,48.11506,11.58819,1394
Freier Träger,La casita Schlabberpapp e.V.,HAUS_FUER_KINDER,Untere Grasstr.,34,,81541,München,Obergiesing,17,48.116156,11.579556,2436
Freier Träger,Mäcki Löffel e.V.,HAUS_FUER_KINDER,Deisenhofener Straße,74,,81539,München,Obergiesing,17,48.11609424,11.58808044,17349
Freier Träger,Meki und Murmele,KINDERKRIPPE,Traunsteiner Str.,1,,81549,München,Obergiesing,17,48.10564,11.58864,2098
Freier Träger,MONACO KIDS,KINDERKRIPPE,Schwanseestr.,71,a,81549,München,Obergiesing,17,48.103857,11.59749,2074
Freier Träger,WEKITA Schlierseestraße,KINDERKRIPPE,Schlierseestr.,31,,81539,München,Obergiesing,17,48.11475571,11.5931345,30037
Freier Träger,Wichtelstube Giesing,KINDERKRIPPE,Deisenhofener Straße,4,,81539,München,Obergiesing,17,48.11478909,11.58002945,37492
LHM,Haus für Kinder Bäckerstr. 60,HAUS_FUER_KINDER,Bäckerstr.,60,,81241,München,Pasing-Obermenzing,21,48.138565,11.462071,18661
LHM,Haus für Kinder Engelbertstr. 9b,HAUS_FUER_KINDER,Engelbertstr.,9,b,81241,München,Pasing-Obermenzing,21,48.143551,11.4555974,18909
LHM,Haus für Kinder Frauendorferstr. 32,HAUS_FUER_KINDER,Frauendorferstr.,32,,81247,München,Pasing-Obermenzing,21,48.161499,11.477939,18997
LHM,Haus für Kinder Glasunowstr. 4,HAUS_FUER_KINDER,Glasunowstr.,4,,81247,München,Pasing-Obermenzing,21,48.16151,11.46593,19081
LHM,Haus für Kinder Hermine-von-Parish-Str. 102,HAUS_FUER_KINDER,Hermine-von-Parish-Straße,102,,81245,München,Pasing-Obermenzing,21,48.15050298,11.48177043,22754
LHM,Haus für Kinder Josef-Felder-Str. 43a,HAUS_FUER_KINDER,Josef-Felder-Str.,43,a,81241,München,Pasing-Obermenzing,21,48.14762144,11.46666168,19377
LHM,Haus für Kinder Lucia-Popp-Bogen 27,HAUS_FUER_KINDER,Lucia-Popp-Bogen,27,,81245,München,Pasing-Obermenzing,21,48.16003,11.44062,19569
LHM,Haus für Kinder Oselstr. 39,HAUS_FUER_KINDER,Oselstr.,39,,81245,München,Pasing-Obermenzing,21,48.15496,11.4611,19759
LHM,Haus für Kinder Paul-Gerhardt-Allee 39,HAUS_FUER_KINDER,Paul-Gerhardt-Allee,39,,81245,München,Pasing-Obermenzing,21,48.153962,11.476461,19803
LHM,Haus für Kinder Von-Frays-Str. 52,HAUS_FUER_KINDER,Von-Frays-Str.,52,,81245,München,Pasing-Obermenzing,21,48.15398508,11.47580625,21286
LHM,Hort Avenariusstr. 3,HORT,Avenariusstr.,3,,81243,München,Pasing-Obermenzing,21,48.14162,11.45301,18653
LHM,Hort Maria-Eich-Str. 42,HORT,Maria-Eich-Str.,42,,81243,München,Pasing-Obermenzing,21,48.14158,11.44825,19585
LHM,Kindergarten Am Krautgarten 8,KINDERGARTEN,Am Krautgarten,8,,81243,München,Pasing-Obermenzing,21,48.1470273,11.44589107,21238
LHM,Kindergarten Bäckerstr. 62A,KINDERGARTEN,Bäckerstr.,62,a,81241,München,Pasing-Obermenzing,21,48.13842,11.46019,18665
LHM,Kindergarten Jaspersallee 50,KINDERGARTEN,Jaspersallee,50,,81245,München,Pasing-Obermenzing,21,48.16457,11.43595,19365
LHM,Kindergarten Paganinistr. 96,KINDERGARTEN,Paganinistr.,96,,81247,München,Pasing-Obermenzing,21,48.16225,11.47196,19779
LHM,Kindergarten Richard-Riemerschmid-Allee 32,KINDERGARTEN,Richard-Riemerschmid-Allee,32,,81241,München,Pasing-Obermenzing,21,48.13407,11.46001,19935
LHM,Kindergarten Sanderplatz 9,KINDERGARTEN,Sanderpl.,9,,81247,München,Pasing-Obermenzing,21,48.1687,11.4673,20037
LHM,Kinderkrippe Böcksteiner Str. 31,KINDERKRIPPE,Böcksteiner Straße,31,,81241,München,Pasing-Obermenzing,21,48.14225118,11.48347598,70907
LHM,Kinderkrippe Ebenböckstr. 13,KINDERKRIPPE,Ebenböckstr.,13,,81241,München,Pasing-Obermenzing,21,48.1459218,11.4619207,18881
LHM,Kinderkrippe Packenreiterstr. 54,KINDERKRIPPE,Packenreiterstr.,54,,81247,München,Pasing-Obermenzing,21,48.1638,11.47609,19775
LHM,Kooperative Ganztagsbildung Hermine-von-Parish-Straße,TAGESHEIM,Hermine-von-Parish-Str.,15,,81245,München,Pasing-Obermenzing,21,48.1506478,11.4768391,16672
LHM,Kooperative Ganztagsbildung Schererplatz 3,HORT,Schererpl.,3,,81241,München,Pasing-Obermenzing,21,48.14472629,11.46246907,20073
LHM,TH An der Schäferwiese 5,TAGESHEIM,An der Schäferwiese,5,,81245,München,Pasing-Obermenzing,21,48.1592119,11.44207091,16611
LHM,TH Grandlstraße,TAGESHEIM,Grandlstr.,5,,81247,München,Pasing-Obermenzing,21,48.16353619,11.46327819,16575
Freier Träger,AWO-Kinderkrippe Schmaedelstraße,KINDERKRIPPE,Schmaedelstr.,29,,81245,München,Pasing-Obermenzing,21,48.151098,11.473831,4096
Freier Träger,Blumenkinder,KINDERKRIPPE,Am Stadtpark,20,,81243,München,Pasing-Obermenzing,21,48.141588,11.452016,3664
Freier Träger,Diakonie Rosenheim HfK Nanette-Bald-Straße 17,HAUS_FUER_KINDER,Nanette-Bald-Straße,17,,81245,München,Pasing-Obermenzing,21,,,100798
Freier Träger,Die Kinderei - Stadtparkzwerge Kindergarten,HAUS_FUER_KINDER,Prentelweg,3,,81243,München,Pasing-Obermenzing,21,48.137029,11.443492,3454
Freier Träger,Die kleinen Ritter,KINDERKRIPPE,Otto-Engl-Pl.,5,,81241,München,Pasing-Obermenzing,21,48.141767,11.463452,3674
Freier Träger,Die Seepferdchen m10,KINDERKRIPPE,Maria-Eich-Str.,10,,81243,München,Pasing-Obermenzing,21,48.145147,11.452988,3792
Freier Träger,Evangelischer Kindergarten der Inneren Mission München Himmelfahrtskirche,KINDERGARTEN,Alte Allee,5,,81245,München,Pasing-Obermenzing,21,48.153642,11.455332,4236
Freier Träger,Ev. Kindergarten der Diakonie München und Oberbayern Himmelfahrtskirche Pasing,KINDERGARTEN,Alte Allee,5,,81245,München,Pasing-Obermenzing,21,48.15337018,11.45517054,125607
Freier Träger,Fabrikkinder e.V.,HORT,August-Exter-Str.,1,,81245,München,Pasing-Obermenzing,21,48.150717,11.462201,4054
Freier Träger,Haus für Kinder am Klinikum Pasing,HAUS_FUER_KINDER,Steinerweg,3,,81241,München,Pasing-Obermenzing,21,48.14555471,11.45506119,125751
Freier Träger,Haus für Kinder der Inneren Mission München am Klinikum Pasing,HAUS_FUER_KINDER,Steinerweg,3,,81241,München,Pasing-Obermenzing,21,48.145912,11.453687,3838
Freier Träger,Haus für Kinder Lilly & Willi Glockenbachwerstatt e.V.,HAUS_FUER_KINDER,Agnes-Bernauer-Str.,187,,80687,München,Pasing-Obermenzing,21,48.141542,11.4827,3656
Freier Träger,Haus für Kinder Pasing,HAUS_FUER_KINDER,Josef-Felder-Str.,43,b,81241,München,Pasing-Obermenzing,21,48.1467,11.470935,3888
Freier Träger,Haus für Kinder Planegger Straße,HAUS_FUER_KINDER,Planegger Str.,60,,81241,München,Pasing-Obermenzing,21,48.136448,11.453784,2748
Freier Träger,HFK Abenteuerland,HAUS_FUER_KINDER,Berduxstr.,11,,81245,München,Pasing-Obermenzing,21,48.151338,11.477545,4108
Freier Träger,HO Alois-Wunder-Str.1,HORT,Alois-Wunder-Str.,1,,81241,München,Pasing-Obermenzing,21,48.14410195,11.46412904,21641
Freier Träger,Integrationskinderhaus St. Andreas,HAUS_FUER_KINDER,Erna-Eckstein-Str.,22,,81245,München,Pasing-Obermenzing,21,48.14853049,11.47499423,7125
Freier Träger,Jan-Amos-Comenius-Kinderhaus,HAUS_FUER_KINDER,Kaflerstr.,14,,81241,München,Pasing-Obermenzing,21,48.149738,11.457878,4010
Freier Träger,Joki Obermenzing,HAUS_FUER_KINDER,Kaspar-Kerll-Str.,20,,81245,München,Pasing-Obermenzing,21,48.154663,11.47429,4280
Freier Träger,Joki Pasing,HAUS_FUER_KINDER,Haidelweg,46,,81241,München,Pasing-Obermenzing,21,48.134635,11.455636,3352
Freier Träger,Joki Pasing II,KINDERGARTEN,Haidelweg,50,,81241,München,Pasing-Obermenzing,21,48.134226,11.4552061,856
Freier Träger,Kath. Kindergarten St. Hildegard,KINDERGARTEN,Paosostraße,29,,81243,München,Pasing-Obermenzing,21,48.14314194,11.44691751,50436
Freier Träger,Katholischer Kindergarten St. Willibald,KINDERGARTEN,Agnes-Bernauer-Str.,181,,80687,München,Pasing-Obermenzing,21,48.141473,11.484546,3644
Freier Träger,Katholischer Kindergarten von St. Leonhard,KINDERGARTEN,Puccinistr.,10,,81245,München,Pasing-Obermenzing,21,48.15374599,11.47306366,26061
Freier Träger,Kinderfan Pasing,HAUS_FUER_KINDER,Lortzingstr.,2,a,81241,München,Pasing-Obermenzing,21,48.14733701,11.45391248,7857
Freier Träger,Kindergarten Flossmannstrasse,KINDERGARTEN,Floßmannstraße,1,,81245,München,Pasing-Obermenzing,21,48.15204515,11.46327633,38723
Freier Träger,Kindergarten Ingrid Hein,KINDERGARTEN,Ziegelhofstr.,4,,81247,München,Pasing-Obermenzing,21,48.16617,11.465548,4740
Freier Träger,Kindergarten JULe Obermenzing,KINDERGARTEN,Hans-Goltz-Weg,25,,81247,München,Pasing-Obermenzing,21,48.1730453,11.4569808,860
Freier Träger,Kindergarten JULe Pasing,KINDERGARTEN,Scapinellistr.,23,,81241,München,Pasing-Obermenzing,21,,,838
Freier Träger,Kindergarten Leiden Christi,KINDERGARTEN,Passionistenstr.,3,,81247,München,Pasing-Obermenzing,21,48.16367831,11.46146343,25779
Freier Träger,Kindergarten Solln und Obermenzing e.V.,HAUS_FUER_KINDER,Frauendorferstr.,67,A,81247,München,Pasing-Obermenzing,21,48.160621,11.478401,4478
Freier Träger,Kinderhaus Obermenzing,HAUS_FUER_KINDER,Badenburgstr.,10,,81247,München,Pasing-Obermenzing,21,48.164786,11.488171,4688
Freier Träger,Kinderhaus Pasing Päd. Zentrum e.V.,KINDERGARTEN,Am Klostergarten,15,,81241,München,Pasing-Obermenzing,21,48.143942,11.455804,3742
Freier Träger,Kinderhaus Wunderkind,HAUS_FUER_KINDER,Gottfried-Keller-Str.,2,,81245,München,Pasing-Obermenzing,21,48.150666,11.466021,4048
Freier Träger,Kinderkrippe an der Gustav-Meyrink-Straße,KINDERKRIPPE,Gustav-Meyrink-Str.,1,,81245,München,Pasing-Obermenzing,21,48.157836,11.44903,842
Freier Träger,Kinderkrippe Hans-Goltz-Weg,KINDERKRIPPE,Hans-Goltz-Weg,1,,81247,München,Pasing-Obermenzing,21,48.17276,11.45705,4890
Freier Träger,Kinderkrippe Kleine Bärchen,KINDERKRIPPE,Pippinger Str.,133,A,81247,München,Pasing-Obermenzing,21,48.170673,11.458151,4864
Freier Träger,Kinderkrippe Pasing - Haus Monika,KINDERKRIPPE,Schikanederstr.,2,,81241,München,Pasing-Obermenzing,21,48.14849,11.448517,3978
Freier Träger,Kinderkrippe Scheurlinstraße,KINDERKRIPPE,Scheurlinstr.,15,,81241,München,Pasing-Obermenzing,21,48.137955,11.458822,864
Freier Träger,Kinderkrippe Tausendfüßler München GmbH,KINDERKRIPPE,Bodenstedtstr.,58,,81241,München,Pasing-Obermenzing,21,48.145229,11.460959,868
Freier Träger,Kinderkrippe Willibaldstraße,KINDERKRIPPE,Willibaldstr.,2,,80687,München,Pasing-Obermenzing,21,48.144119,11.489444,914
Freier Träger,Kinderstube Pasing GmbH,KINDERGARTEN,Angela-Molitorisplatz,25,,81245,München,Pasing-Obermenzing,21,,,76407
Freier Träger,Kindertagesstätte Maria Schutz,HAUS_FUER_KINDER,Engelbertstr.,11,,81241,München,Pasing-Obermenzing,21,48.143529,11.457507,3730
Freier Träger,KK Landsberger Str. 450,KINDERKRIPPE,Landsberger Str.,450,,81241,München,Pasing-Obermenzing,21,48.14570535,11.46932635,22745
Freier Träger,KuKita Pasing,KINDERKRIPPE,Bäckerstr.,13,,81241,München,Pasing-Obermenzing,21,48.146243,11.461428,3854
Freier Träger,Kuschel & Carlos Obermenzing,HAUS_FUER_KINDER,Amalienburgstr.,23,,81247,München,Pasing-Obermenzing,21,48.16378,11.48832,4642
Freier Träger,MAS Kinderakademie München,HAUS_FUER_KINDER,Veldener Str.,140,,81241,München,Pasing-Obermenzing,21,48.14484858,11.47998913,6672
Freier Träger,Minihaus München-Menzing,HAUS_FUER_KINDER,Menzinger Str.,139,,80997,München,Pasing-Obermenzing,21,48.173414,11.477852,4912
Freier Träger,Minihaus München-Pasing,HAUS_FUER_KINDER,Pippinger Str.,22,,81245,München,Pasing-Obermenzing,21,48.15253,11.45687,4168
Freier Träger,Naturkids Obermenzing,KINDERGARTEN,An der Schäferwiese,1,,81245,München,Pasing-Obermenzing,21,48.15856,11.44425,4446
Freier Träger,Oselmäuse e.V.,HORT,Torriweg,54,,81247,München,Pasing-Obermenzing,21,48.159016,11.468655,4456
Freier Träger,Pasinger Grashüpfer e.V.,HAUS_FUER_KINDER,Benedikterstr.,35,,81241,München,Pasing-Obermenzing,21,48.140533,11.468451,3620
Freier Träger,Rainbow e.V.,HAUS_FUER_KINDER,Josef-Retzer-Str.,46,,81241,München,Pasing-Obermenzing,21,48.144526,11.460447,3772
Freier Träger,Rote Rüben e.V.,KINDERGARTEN,August-Exter-Str.,1,,81245,München,Pasing-Obermenzing,21,48.150717,11.462201,4058
Freier Träger,Siralinis Glückswürmchen,KINDERKRIPPE,Planegger Straße,78,,81241,München,Pasing-Obermenzing,21,48.13631388,11.45339949,110744
Freier Träger,Topolinos e.V.,HAUS_FUER_KINDER,Mitterfeldstr.,8,,80689,München,Pasing-Obermenzing,21,48.1335169,11.4817941,908
Freier Träger,Villa Kunterbunt,HAUS_FUER_KINDER,Fritz-Berne-Str.,49,,81241,München,Pasing-Obermenzing,21,48.144433,11.472956,3766
Freier Träger,Villa Wirbelwind,HAUS_FUER_KINDER,Thuillestraße,23,,81247,München,Pasing-Obermenzing,21,48.16825566,11.46961673,37547
Freier Träger,Waldleben e.V.,HAUS_FUER_KINDER,Waldhornstr.,109,,80997,München,Pasing-Obermenzing,21,48.1514106,11.4671692,878
Freier Träger,WEKITA Kaspar-Kerll-Straße,KINDERKRIPPE,Kaspar-Kerll-Straße,47,,81245,München,Pasing-Obermenzing,21,48.15443737,11.4700834,37400
Freier Träger,Wichtelakademie Pasing,HAUS_FUER_KINDER,Marschnerstr.,8,,81245,München,Pasing-Obermenzing,21,48.1531676,11.4543485,850
Freier Träger,Würmchen e.V.,HAUS_FUER_KINDER,Bergsonstr.,101,,81245,München,Pasing-Obermenzing,21,48.163467,11.436706,4614
LHM,Haus für Kinder Alfred-Döblin-Str. 22,HAUS_FUER_KINDER,Alfred-Döblin-Str.,22,,81737,München,Ramersdorf-Perlach,16,48.09391,11.65863,18565
LHM,Haus für Kinder Brittingweg 8,HAUS_FUER_KINDER,Brittingweg,8,,81737,München,Ramersdorf-Perlach,16,48.10125,11.65464,18769
LHM,Haus für Kinder Helmut-Käutner-Str. 18,HAUS_FUER_KINDER,Helmut-Käutner-Str.,18,,81739,München,Ramersdorf-Perlach,16,48.09399,11.6449,19245
LHM,Haus für Kinder Hugo-Lang-Bogen 33,HAUS_FUER_KINDER,Hugo-Lang-Bogen,33,,81735,München,Ramersdorf-Perlach,16,48.10508,11.66145,19317
LHM,Haus für Kinder Karl-Marx-Ring 71,HAUS_FUER_KINDER,Karl-Marx-Ring,71,,81735,München,Ramersdorf-Perlach,16,48.10409,11.66018,19405
LHM,Haus für Kinder Langbürgener Str. 11,HAUS_FUER_KINDER,Langbürgener Str.,11,,81549,München,Ramersdorf-Perlach,16,48.108778,11.613232,19529
LHM,Haus für Kinder Lanzenstielweg 14,HAUS_FUER_KINDER,Lanzenstielweg,14,,81739,München,Ramersdorf-Perlach,16,48.08726,11.63751,19533
LHM,Haus für Kinder Max-Kolmsperger-Str. 2,HAUS_FUER_KINDER,Max-Kolmsperger-Str.,2,,81735,München,Ramersdorf-Perlach,16,48.10654277,11.65321041,19641
LHM,Haus für Kinder Quiddestr. 1,HAUS_FUER_KINDER,Quiddestr.,1,,81735,München,Ramersdorf-Perlach,16,48.10882212,11.64921967,21493
LHM,Haus für Kinder Rosenheimer Str. 118,HAUS_FUER_KINDER,Rosenheimer Str.,118,,81669,München,Ramersdorf-Perlach,16,48.1232136,11.59973063,21412
LHM,Haus für Kinder Sebastian-Bauer-Str. 22,HAUS_FUER_KINDER,Sebastian-Bauer-Str.,22,,81737,München,Ramersdorf-Perlach,16,48.09759,11.62879,20159
LHM,Haus für Kinder Strehleranger 16,HAUS_FUER_KINDER,Strehleranger,16,,81735,München,Ramersdorf-Perlach,16,48.10828352,11.63184324,21420
LHM,Haus für Kinder Sudermannallee 5,HAUS_FUER_KINDER,Sudermannallee,5,,81737,München,Ramersdorf-Perlach,16,48.098986,11.652615,20243
LHM,Haus für Kinder Therese-Giehse-Allee 54-54a,HAUS_FUER_KINDER,Therese-Giehse-Allee,54,a,81739,München,Ramersdorf-Perlach,16,48.09144756,11.64029628,20015
LHM,Hort Balanstr. 153,HORT,Balanstr.,153,,81549,München,Ramersdorf-Perlach,16,48.10421,11.60741,18685
LHM,Hort Gänselieselstrasse 31,HORT,Gänselieselstr.,31,,81739,München,Ramersdorf-Perlach,16,48.0816148,11.676764,19053
LHM,Hort Kirchseeoner Str. 5,HORT,Kirchseeoner Str.,5,,81669,München,Ramersdorf-Perlach,16,48.1156,11.6163,19457
LHM,Hort Kopischstr. 12,HORT,Kopischstr.,12,,81549,München,Ramersdorf-Perlach,16,48.100528,11.604663,19501
LHM,Hort Quiddestr. 110,HORT,Quiddestr.,110,,81737,München,Ramersdorf-Perlach,16,48.10428,11.63617,19887
LHM,Kindergarten Bad-Schachener-Str. 94,KINDERGARTEN,Bad-Schachener-Str.,94,,81671,München,Ramersdorf-Perlach,16,48.11908,11.62732,18669
LHM,Kindergarten Balanstr. 153a,KINDERGARTEN,Balanstr.,153,a,81549,München,Ramersdorf-Perlach,16,48.10421,11.60741,18689
LHM,Kindergarten Dietzfelbingerplatz 7 II,KINDERGARTEN,Dietzfelbingerpl.,7,,81739,München,Ramersdorf-Perlach,16,48.086775,11.637311,18849
LHM,Kindergarten Görzer Str. 76b / Ständlerstr. 76,KINDERGARTEN,Görzer Str.,76,b,81549,München,Ramersdorf-Perlach,16,48.10585,11.60825,19085
LHM,Kindergarten Hofangerstr. 162,KINDERGARTEN,Hofangerstr.,162,,81735,München,Ramersdorf-Perlach,16,48.10387,11.62824,19301
LHM,Kindergarten Im Gefilde 10,KINDERGARTEN,Im Gefilde,10,,81739,München,Ramersdorf-Perlach,16,48.09016,11.66113,19341
